====== LL 660 ======,,====== Heap 660 ======,,====== STL 660 ======
0.001157,,0.000786,,0.001226
0.001154,,0.000787,,0.001225
0.001161,,0.000786,,0.001216
0.001158,,0.000838,,0.001217
0.001157,,0.000785,,0.001264
0.001158,,0.000785,,0.001213
0.001159,,0.000787,,0.00121
0.001156,,0.000785,,0.001214
0.001261,,0.000786,,0.001256
0.001176,,0.000785,,0.001233
0.001156,,0.000786,,0.001221
0.001161,,0.000901,,0.001264
0.001216,,0.000904,,0.001283
0.001539,,0.000946,,0.001253
0.001162,,0.000892,,0.001273
0.001241,,0.00082,,0.001271
0.001156,,0.000797,,0.001338
0.001157,,0.00081,,0.001305
0.001154,,0.000808,,0.001321
0.001158,,0.00083,,0.001214
0.001233,,0.000808,,0.001218
0.001153,,0.000809,,0.001209
0.001154,,0.000811,,0.001209
0.001157,,0.000815,,0.001259
0.001157,,0.000808,,0.001264
0.00115,,0.000807,,0.00122
0.001153,,0.00081,,0.001219
0.001157,,0.000811,,0.001234
0.001427,,0.000809,,0.001274
0.001311,,0.0008,,0.00122
0.001369,,0.000786,,0.001261
0.001315,,0.000784,,0.001303
0.00124,,0.000826,,0.001218
0.00119,,0.000798,,0.001216
0.001189,,0.000913,,0.001221
0.001189,,0.000787,,0.001229
0.001188,,0.000785,,0.001265
0.001189,,0.000785,,0.001217
0.001188,,0.000787,,0.001301
0.001262,,0.000784,,0.00122
0.00118,,0.00083,,0.00122
0.001156,,0.000827,,0.001213
0.001159,,0.000815,,0.001218
0.001155,,0.000785,,0.001315
0.001191,,0.000787,,0.001227
0.001211,,0.000786,,0.001226
0.001158,,0.000786,,0.001215
0.001156,,0.000785,,0.001217
0.00121,,0.000787,,0.00136
0.001155,,0.000784,,0.001398
0.001155,,0.000784,,0.001395
0.001159,,0.000786,,0.001242
0.001157,,0.000786,,0.001272
0.001167,,0.000787,,0.001392
0.001236,,0.000785,,0.0013
0.001159,,0.000859,,0.001258
0.001158,,0.000786,,0.001278
0.001161,,0.000786,,0.001261
0.00116,,0.000785,,0.001252
0.001158,,0.000784,,0.001246
0.001203,,0.000784,,0.001256
0.001267,,0.000791,,0.001287
0.001182,,0.000784,,0.001218
0.00116,,0.000785,,0.001217
0.001158,,0.000785,,0.001308
0.001159,,0.000786,,0.001215
0.001159,,0.000788,,0.001224
0.001157,,0.000829,,0.001228
0.001246,,0.000786,,0.001221
0.001158,,0.000785,,0.001223
0.001158,,0.000784,,0.001213
0.001155,,0.000827,,0.001292
0.001161,,0.000784,,0.001212
0.001161,,0.000787,,0.001213
0.001157,,0.000785,,0.001216
0.001161,,0.000783,,0.001279
0.001159,,0.000848,,0.001218
0.001157,,0.000822,,0.001225
0.001161,,0.000835,,0.00126
0.001158,,0.000818,,0.001213
0.001157,,0.000808,,0.001214
0.001161,,0.000805,,0.00127
0.001158,,0.000785,,0.001211
0.001155,,0.000785,,0.00121
0.001161,,0.000783,,0.001215
0.001158,,0.000784,,0.001223
0.001157,,0.000786,,0.00122
0.001162,,0.000784,,0.001228
0.001159,,0.000785,,0.001225
0.001198,,0.000785,,0.001243
0.001163,,0.000785,,0.001225
0.001158,,0.000785,,0.001245
0.001154,,0.000785,,0.001223
0.001159,,0.000785,,0.001226
0.001157,,0.000785,,0.001274
0.001156,,0.000785,,0.001234
0.001207,,0.000785,,0.001222
0.00118,,0.000783,,0.001222
0.001155,,0.000787,,0.001227
0.001164,,0.000785,,0.001221
0.001157,,0.000784,,0.001264
0.001155,,0.000886,,0.001251
0.001161,,0.000805,,0.001226
0.001198,,0.000783,,0.001224
0.001156,,0.000784,,0.001223
0.001162,,0.000785,,0.001218
0.001157,,0.000841,,0.001259
0.001157,,0.000785,,0.001278
0.001162,,0.000787,,0.001281
0.001202,,0.000784,,0.001257
0.001156,,0.000784,,0.001266
0.001161,,0.000786,,0.001251
0.001159,,0.000871,,0.001341
0.001156,,0.000784,,0.001317
0.001245,,0.000785,,0.001221
0.001172,,0.000785,,0.001225
0.001162,,0.000787,,0.001218
0.001161,,0.000786,,0.001296
0.001157,,0.000786,,0.001294
0.001155,,0.000786,,0.001263
0.001224,,0.000787,,0.001225
0.001232,,0.000785,,0.001221
0.001158,,0.000787,,0.001223
0.001159,,0.000788,,0.001223
0.001158,,0.000786,,0.001239
0.001157,,0.000783,,0.001218
0.00116,,0.000785,,0.00123
0.001156,,0.000787,,0.001214
0.001154,,0.000785,,0.001214
0.00116,,0.000785,,0.001212
0.0012,,0.000785,,0.001214
0.001155,,0.000828,,0.001219
0.001159,,0.000784,,0.001273
0.00116,,0.000829,,0.001223
0.001155,,0.000787,,0.001217
0.001161,,0.000785,,0.001215
0.001159,,0.000788,,0.001228
0.00129,,0.000786,,0.001231
0.001217,,0.000785,,0.001611
0.001158,,0.000786,,0.001282
0.001156,,0.000784,,0.001273
0.001157,,0.000786,,0.001215
0.001158,,0.000785,,0.001217
0.001203,,0.000784,,0.001218
0.001157,,0.000784,,0.001214
0.001164,,0.000784,,0.001242
0.001158,,0.000786,,0.001283
0.001162,,0.000785,,0.001226
0.001271,,0.000784,,0.001225
,,,,
0.001191148,,0.000806688,,0.001267814
9.20616E-05,,7.39242E-05,,0.000110005
